Matrix,Analyte,Conc Range,Method,Unit,Type,Source,Mean,Mean_gg,sd,sd_gg,log_mean,log_sd,H_sd,log_H_sd
PDR_MINERL,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,223.22,0.00022,12.319,1.23E-06,-3.651266896,-5.909424545,15.8246,1.199333528
PDR_MINERL,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,223.22,0.00022,12.319,1.23E-06,-3.651266896,-5.909424545,15.8246,1.199333528
BEVERAGES,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,243.08,0.00024,1.206,1.21E-07,-3.614250772,-6.918652692,17.0129,1.23077817
PACK_MEALS,Magnesium,,MICP01,MG_P_KG,Interim Precision,Replicates,247.59,0.00025,6.791,6.79E-07,-3.6062669,-6.16806627,17.2807,1.23756035
PDR_MINERL,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,249.84,0.00025,9.498,9.50E-07,-3.602338029,-6.022367835,17.4140,1.240897867
PDR_MINERL,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,249.84,0.00025,9.498,9.50E-07,-3.602338029,-6.022367835,17.4140,1.240897867
VEGETABLE,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,256.6,0.00026,8.333,8.33E-07,-3.590743348,-6.079198618,17.8134,1.250747375
PET_FOOD,Magnesium,,MICP01,MG_P_KG,Interim Precision,Replicates,266.34,0.00027,10.644,1.06E-06,-3.574563605,-5.972895134,18.3862,1.264491824
MEAT_BONE,Iron,,MICP01,MG_P_KG,Interim Precision,Replicates,271.32,0.00027,15.413,1.54E-06,-3.566518192,-5.812112822,18.6778,1.271326282
SRM Matrix,Lactic Acid,,LACA01,MG_P_KG,Interim Precision,IRM001,288.56,0.00029,15.073,1.51E-06,-3.539763871,-5.821800301,19.6813,1.294053676
SRM Matrix,Lactic Acid,,LACA01,MG_P_KG,Interim Precision,IRM001,288.56,0.00029,15.073,1.51E-06,-3.539763871,-5.821800301,19.6813,1.294053676
CHEMICAL,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,290.95,0.00029,2.972,2.97E-07,-3.536181638,-6.526951195,19.8197,1.297096729
CHEESE,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,293.16,0.00029,7.869,7.87E-07,-3.532895287,-6.104080455,19.9475,1.299888435
FISH,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,303.76,0.0003,7.141,7.14E-07,-3.517469416,-6.146240967,20.5586,1.312992481
SAUCES,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,304.25,0.0003,3.82,0.000000382,-3.516769413,-6.417936637,20.5867,1.313587123
CHEESE,Magnesium,,MICP01,MG_P_KG,Interim Precision,Replicates,309.33,0.00031,3.115,3.12E-07,-3.509577958,-6.506541949,20.8783,1.319696156
HERB_SPICE,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,315.44,0.00032,7.117,7.12E-07,-3.501083236,-6.147703034,21.2282,1.326912295
SRM Matrix,Taurine,,TAUR01,MG_P_KG,Interim Precision,IRM001,316.25,0.00032,13.169,1.32E-06,-3.499969466,-5.880447202,21.2745,1.327858426
BUTTER,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,319.36,0.00032,10.865,1.09E-06,-3.49571948,-5.963970269,21.4520,1.331468725
SAUCES,Calcium,,MICP01,MG_P_KG,Interim Precision,Replicates,321.28,0.00032,5.552,5.55E-07,-3.493116309,-6.255550543,21.5616,1.33368008
CUSTARD,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,327.06,0.00033,5.081,5.08E-07,-3.485372568,-6.294050805,21.8906,1.340258273
PACK_MEALS,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,337.19,0.00034,4.305,4.31E-07,-3.472125314,-6.366026844,22.4653,1.351511616
CEREAL_PRD,Magnesium,,MICP01,MG_P_KG,Interim Precision,Replicates,343.09,0.00034,11.657,1.17E-06,-3.46459194,-5.933413204,22.7988,1.357911104
CONFECTION,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,364.3,0.00036,4.428,4.43E-07,-3.438540829,-6.353792388,23.9906,1.380041132
PDR_BLEND,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,367.48,0.00037,1.323,1.32E-07,-3.434766292,-6.878440156,24.1684,1.383247544
PDR_BLEND,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,367.48,0.00037,1.323,1.32E-07,-3.434766292,-6.878440156,24.1684,1.383247544
LIQ_MILK,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,377.83,0.00038,15.447,1.54E-06,-3.422703562,-5.811155853,24.7454,1.393494653
LIQ_MILK,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,382.92,0.00038,3.33,0.000000333,-3.41689195,-6.477555766,25.0283,1.39843153
SAUCES,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,386.19,0.00039,27.574,2.76E-06,-3.413198976,-5.559500229,25.2098,1.401568656
MIN_PREMIX,Selenium,,MICP06,MG_P_KG,Repeatability,Duplicates,404.85,0.0004,16.714,1.67E-06,-3.392705856,-5.776919602,26.2408,1.418977254
SOUPS,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,418.76,0.00042,14.943,1.49E-06,-3.378034809,-5.825562204,27.0047,1.431440089
PDR_INFANT,Taurine,,TAUR01,MG_P_KG,Interim Precision,Replicates,425.55,0.00043,14.344,1.43E-06,-3.371049405,-5.843329723,27.3763,1.437374084
VEGETABLE,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,431.52472,0.00043,33.862,3.39E-06,-3.364994321,-5.470287395,27.7024,1.442517788
LIQ_MILK,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,437.49,0.00044,20.561,2.06E-06,-3.359031869,-5.686955767,28.0274,1.447582801
CONFECTION,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,444.24,0.00044,9.016,9.02E-07,-3.35238234,-6.044986097,28.3943,1.453231477
CEREAL_PRD,Zinc,,MICP06,MG_P_KG,Interim Precision,Replicates,447.83,0.00045,9.892,9.89E-07,-3.348886817,-6.004715892,28.5891,1.456200871
PET_FOOD,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,469.03,0.00047,12.067,1.21E-06,-3.328799378,-5.918400687,29.7348,1.473264849
FISH,Magnesium,,MICP01,MG_P_KG,Interim Precision,Replicates,470.66,0.00047,34.408,3.44E-06,-3.32729271,-5.46334057,29.8225,1.474544741
PDR_BLEND,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,478.76,0.00048,3.863,3.86E-07,-3.319882142,-6.413075292,30.2580,1.480839907
LIQ_MILK,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,497.76,0.0005,6.697,6.70E-07,-3.302980006,-6.174119701,31.2751,1.495198018
SRM Matrix,Taurine,,TAUR01,MG_P_KG,Interim Precision,IRM001A,499.45,0.0005,17.485,1.75E-06,-3.301507983,-5.757334363,31.3652,1.49644848
MIN_PREMIX,Selenium,,MICP06,MG_P_KG,Interim Precision,Replicates,500.46,0.0005,34.722,3.47E-06,-3.300630628,-5.459395267,31.4191,1.497193779
CEREAL_PRD,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,507.94,0.00051,11.712,1.17E-06,-3.294187585,-5.931368936,31.8176,1.502667048
PDR_INFANT,Vitamin C,,VITC03,MG_P_KG,Interim Precision,Replicates,530.05,0.00053,2.94,0.000000294,-3.275683161,-6.53165267,32.9903,1.518386278
MEAT_PROD,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,534.25,0.00053,4.191,4.19E-07,-3.272255469,-6.377682339,33.2122,1.521298051
PDR_CHEESE,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,534.85,0.00053,2.407,2.41E-07,-3.271768,-6.61852391,33.2439,1.521712149
PDR_INFANT,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,538.82,0.00054,3.406,3.41E-07,-3.268556292,-6.467755356,33.4534,1.524440446
SRM Matrix,Magnesium,,MICP01,MG_P_KG,Interim Precision,SRM75F_MW,540.87,0.00054,13.275,1.33E-06,-3.266907107,-5.87696547,33.5615,1.525841405
ENVIRONMNT,Magnesium,,MICP01,MG_P_KG,Interim Precision,Replicates,543.56,0.00054,8.627,8.63E-07,-3.26475251,-6.064140202,33.7032,1.527671703
SRM Matrix,Magnesium,,MICP01,MG_P_KG,Interim Precision,SRM75F_CL,549.89,0.00055,14.818,1.48E-06,-3.259724178,-5.82921041,34.0364,1.531943195
SOUPS,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,566.59,0.00057,7.735,7.74E-07,-3.246731095,-6.111539682,34.9125,1.542980625
MISC_FOOD,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,576.56,0.00058,12.27,0.000001227,-3.239155491,-5.911155437,35.4337,1.549415986
ENVIRONMNT,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,591.08,0.00059,2.451,2.45E-07,-3.228353735,-6.610656689,36.1903,1.558591916
SRM Matrix,Magnesium,,MICP01,MG_P_KG,Interim Precision,IRM001A_MW,593.41,0.00059,16.068,1.61E-06,-3.226645139,-5.794038177,36.3114,1.560043342
SRM Matrix,Magnesium,,MICP01,MG_P_KG,Interim Precision,IRM001A_CL,607.39,0.00061,18.07,0.000001807,-3.216532363,-5.743041847,37.0368,1.568633995
SRM Matrix,Vitamin C,,VITC03,MG_P_KG,Interim Precision,IRM001,617.51,0.00062,13.563,1.36E-06,-3.209356005,-5.867644238,37.5604,1.574730203
PDR_INFANT,Magnesium,,MICP01,MG_P_KG,Interim Precision,Replicates,620.52,0.00062,19.641,1.96E-06,-3.207244216,-5.706836404,37.7159,1.576524136
CONFECTION,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,642.57,0.00064,15.96,0.000001596,-3.192079554,-5.796967113,38.8514,1.589406288
MISC_DAIRY,Choline,,CHLN01,MG_P_KG,Interim Precision,Replicates,647.18,0.00065,27.95,0.000002795,-3.188974912,-5.553618188,39.0880,1.592043635
VEGETABLE,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,652.64,0.00065,25.779,2.58E-06,-3.185326312,-5.588733933,39.3680,1.595143067
MISC_FOOD,Calcium,,MICP01,MG_P_KG,Interim Precision,Replicates,661.2,0.00066,7.836,7.84E-07,-3.179667155,-6.105905573,39.8062,1.599950436
CEREAL_PRD,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,666.34,0.00067,8.075,8.08E-07,-3.176304116,-6.092857469,40.0689,1.602807287
PDR_MISC,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,669.92,0.00067,3.247,3.25E-07,-3.173977056,-6.488517711,40.2517,1.604784089
PDR_INFANT,Vitamin C,,VITC03,MG_P_KG,Interim Precision,Replicates,680.1,0.00068,2.52,0.000000252,-3.167427225,-6.598599459,40.7707,1.610348072
CEREAL_PRD,Calcium,,MICP01,MG_P_KG,Interim Precision,Replicates,700.14,0.0007,5.106,5.11E-07,-3.15481511,-6.29191919,41.7890,1.621061875
MISC_PROD,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,705.35,0.00071,6.066,6.07E-07,-3.151595329,-6.217097594,42.0530,1.623797031
MISC_PDR,Copper,,MICP06,MG_P_KG,Repeatability,Duplicates,718.68,0.00072,28.585,2.86E-06,-3.143464441,-5.543861803,42.7272,1.630704098
CHEESE,Sorbic Acid,,SOAC04,MG_P_KG,Repeatability,Duplicates,725.98,0.00073,8.996,9.00E-07,-3.139075344,-6.045950553,43.0956,1.634432571
MISC_FOOD,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,744.93,0.00074,15.144,1.51E-06,-3.127884535,-5.819759399,44.0493,1.643938994
SAUCES,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,746.22,0.00075,11.263,1.13E-06,-3.127133115,-5.948345916,44.1141,1.644577314
PDR_MILK,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,755.24,0.00076,8.575,8.58E-07,-3.121915016,-6.066765871,44.5667,1.649010011
MISC_DAIRY,Vitamin C,,VITC03,MG_P_KG,Repeatability,Duplicates,761.03,0.00076,0.465,4.65E-08,-3.118598223,-7.332547047,44.8567,1.651827578
MISC_DAIRY,Vitamin C,,VITC03,MG_P_KG,Repeatability,Duplicates,773.63,0.00077,0.459,4.59E-08,-3.111466697,-7.338187314,45.4868,1.657885701
VEGETABLE,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,774.84,0.00077,26.943,2.69E-06,-3.110787968,-5.569554049,45.5473,1.658462272
CHEESE,Sorbic Acid,,SOAC04,MG_P_KG,Interim Precision,Replicates,787.93,0.00079,29.011,2.90E-06,-3.103512364,-5.537437301,46.2001,1.664642789
MISC_DAIRY,Magnesium,,MICP01,MG_P_KG,Interim Precision,Replicates,803.89,0.0008,25.459,2.55E-06,-3.094803374,-5.594158659,46.9938,1.672040945
CUSTARD,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,819.14,0.00082,9.291,9.29E-07,-3.086641866,-6.03193754,47.7501,1.678974023
LIQ_MILK,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,830.36,0.00083,6.216,6.22E-07,-3.08073358,-6.206488994,48.3051,1.683993024
PDR_MPC,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,832.99,0.00083,17.597,1.76E-06,-3.079360212,-5.754561366,48.4350,1.685159679
PDR_INFANT,Vitamin C,,VITC03,MG_P_KG,Repeatability,Duplicates,844.22,0.00084,1.835,1.84E-07,-3.073544363,-6.736363931,48.9892,1.690100155
PACK_MEALS,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,844.37,0.00084,10.072,1.01E-06,-3.073467205,-5.996884283,48.9966,1.6901657
PDR_FCMP,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,847.16,0.00085,7.99,0.000000799,-3.072034558,-6.097453221,49.1341,1.691382712
PDR_INFANT,Vitamin C,,VITC03,MG_P_KG,Repeatability,Duplicates,852.25,0.00085,1.634,1.63E-07,-3.06943299,-6.786747948,49.3847,1.693592705
PDR_MPC,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,854.09,0.00085,9.259,9.26E-07,-3.068496363,-6.033435916,49.4753,1.694388356
BEVERAGES,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,877.46,0.00088,10.278,1.03E-06,-3.056772672,-5.988091387,50.6230,1.704347456
PET_FOOD,Choline,,CHLN01,MG_P_KG,Interim Precision,Replicates,877.85,0.00088,18.357,1.84E-06,-3.056579687,-5.736198292,50.6421,1.704511394
PET_FOOD,Choline,,CHLN01,MG_P_KG,Repeatability,Duplicates,919.19,0.00092,21.182,2.12E-06,-3.036594709,-5.674033036,52.6609,1.721488333
SRM Matrix,L Lactic Acid,,LACA02,MG_P_KG,Interim Precision,IRM003,924.06,0.00092,54.967,5.50E-06,-3.034299829,-5.259897965,52.8978,1.723437799
YOGHURT,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,924.93,0.00092,2.767,2.77E-07,-3.033891134,-6.557990841,52.9401,1.723784979
SRM Matrix,Lactic Acid,,LACA01,MG_P_KG,Interim Precision,IRM003,939.47,0.00094,37.602,3.76E-06,-3.027117084,-5.424789055,53.6463,1.729539433
SRM Matrix,Lactic Acid,,LACA01,MG_P_KG,Interim Precision,IRM003,939.47,0.00094,37.602,3.76E-06,-3.027117084,-5.424789055,53.6463,1.729539433
MISC_DAIRY,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,986.29,0.00099,6.535,6.54E-07,-3.00599537,-6.184754408,55.9090,1.747482012
PACK_MEALS,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,986.99,0.00099,20.204,2.02E-06,-3.005687247,-5.69456264,55.9427,1.747743758
PDR_WPC,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,1011.29,0.00101,7.535,7.54E-07,-2.995124287,-6.122916743,57.1106,1.756716834
PDR_WPC,Magnesium,,MICP01,MG_P_KG,Interim Precision,Replicates,1019.71,0.00102,41.883,4.19E-06,-2.991523322,-5.377962218,57.5143,1.7597758
PDR_INFANT,Choline,,CHLN01,MG_P_KG,Repeatability,Duplicates,1021.32,0.00102,20.847,2.08E-06,-2.990838163,-5.680956434,57.5914,1.760357832
SOY_PROD,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,1023.14,0.00102,60.436,6.04E-06,-2.990064936,-5.218704287,57.6786,1.761014677
MISC_FOOD,Magnesium,,MICP01,MG_P_KG,Interim Precision,Replicates,1029.08,0.00103,25.855,2.59E-06,-2.987550862,-5.587455458,57.9629,1.763150345
PDR_INFANT,Choline,,CHLN01,MG_P_KG,Interim Precision,Replicates,1034.75,0.00103,38.799,3.88E-06,-2.985164565,-5.411179468,58.2341,1.765177469
PDR_WPC,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,1040.87,0.00104,0.157,1.57E-08,-2.982603509,-7.804100348,58.5266,1.767353048
CHEESE,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,1046.4,0.00105,27.974,2.80E-06,-2.980302269,-5.553245429,58.7906,1.769307916
PDR_MPC,Magnesium,,MICP01,MG_P_KG,Interim Precision,Replicates,1072.68,0.00107,20.449,2.04E-06,-2.969529817,-5.689327925,60.0425,1.778458953
PDR_MPC,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,1074.39,0.00107,8.317,8.32E-07,-2.968838043,-6.080033299,60.1238,1.779046605
SRM Matrix,Choline,,CHLN01,MG_P_KG,Interim Precision,IRM001,1097.64,0.0011,41.251,4.13E-06,-2.959540075,-5.384565519,61.2273,1.786945089
SRM Matrix,Choline,,CHLN01,MG_P_KG,Interim Precision,IRM001A,1122.45,0.00112,41.928,4.19E-06,-2.949832996,-5.377495853,62.4009,1.795191107
PDR_SMP,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,1135.62,0.00114,12.447,1.24E-06,-2.944766967,-5.90493531,63.0224,1.799494622
PDR_SMP,Magnesium,,MICP01,MG_P_KG,Interim Precision,Replicates,1157.75,0.00116,38.817,3.88E-06,-2.93638521,-5.410978032,64.0641,1.806614799
CUSTARD,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,1190.03,0.00119,31.786,3.18E-06,-2.92444209,-5.497764121,65.5783,1.8167603
CONFECTION,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,1213.07,0.00121,27.775,2.78E-06,-2.916114138,-5.556345932,66.6553,1.823834771
MEAT_BONE,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,1218.33,0.00122,18.426,1.84E-06,-2.914235062,-5.734568933,66.9008,1.825431018
PDR_BLEND,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,1219.73,0.00122,6.424,6.42E-07,-2.913736294,-6.192194468,66.9661,1.825854713
CEREAL_PRD,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,1220.86,0.00122,50.097,5.01E-06,-2.913334135,-5.300188281,67.0188,1.826196342
MEAT_BONE,Magnesium,,MICP01,MG_P_KG,Interim Precision,Replicates,1233.23,0.00123,11.53,0.000001153,-2.908955919,-5.938170693,67.5952,1.82991557
LIQ_MILK,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,1261.004909,0.00126,8.925,8.93E-07,-2.899283223,-6.049391775,68.8862,1.838132381
LIQ_MILK,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,1272.04,0.00127,15.569,1.56E-06,-2.895499232,-5.807739281,69.3980,1.841346824
CEREAL_PRD,Zinc,,MICP06,MG_P_KG,Repeatability,Duplicates,1372.61,0.00137,4.913,4.91E-07,-2.862452841,-6.308653236,74.0320,1.869419237
VEGETABLE,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,1388.64,0.00139,35.452,3.55E-06,-2.857410329,-5.450359259,74.7658,1.873702776
FISH,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,1424.35,0.00142,69.392,6.94E-06,-2.84638328,-5.158690595,76.3959,1.883070089
FRUITJUICE,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,1438.65,0.00144,16.309,1.63E-06,-2.84204485,-5.787572667,77.0470,1.88675552
SRM Matrix,Vitamin C,,VITC03,MG_P_KG,Interim Precision,IRM001A,1447.86,0.00145,28.614,2.86E-06,-2.83927343,-5.543421427,77.4658,1.8891098
SRM Matrix,Vitamin C,,VITC03,MG_P_KG,Interim Precision,IRM001A,1449.46,0.00145,28.525,2.85E-06,-2.838793765,-5.544774347,77.5385,1.889517268
SOY_PROD,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,1483.19,0.00148,46.546,4.65E-06,-2.828803211,-5.332117635,79.0686,1.898004094
SRM Matrix,Vitamin C,,VITC07,MG_P_KG,Interim Precision,IRM001A,1485.77,0.00149,53.148,5.31E-06,-2.828048415,-5.274513074,79.1854,1.898645282
PDR_MILK,Magnesium,,MICP01,MG_P_KG,Interim Precision,Replicates,1515.82,0.00152,35.443,3.54E-06,-2.819352367,-5.450469525,80.5439,1.906032444
PDR_WHPROT,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,1561.45,0.00156,9.455,9.46E-07,-2.806471918,-6.024338467,82.5989,1.916974192
PACK_MEALS,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,1616.55,0.00162,21.981,2.20E-06,-2.791410858,-5.657952554,85.0684,1.929768337
MEATP_RAW,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,1620.53,0.00162,98.332,9.83E-06,-2.790342925,-5.007305128,85.2463,1.93067553
ENVIRONMNT,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,1658.81,0.00166,19.1,0.00000191,-2.780203355,-5.718966633,86.9539,1.939288942
PACK_MEALS,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,1659.17,0.00166,21.54,0.000002154,-2.780109114,-5.666754301,86.9699,1.939368999
MEATP_RAW,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,1672.68,0.00167,85.525,8.55E-06,-2.776587136,-5.067906917,87.5711,1.942360867
CHEMICAL,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,1678.08,0.00168,10.663,1.07E-06,-2.775187339,-5.972120591,87.8112,1.943549973
ENVIRONMNT,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,1709.14,0.00171,27.618,2.76E-06,-2.767222362,-5.558807775,89.1900,1.950316102
FISH,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,1719.75,0.00172,22.669,2.27E-06,-2.764534682,-5.644567638,89.6601,1.952599245
PDR_INFANT,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,1760.87,0.00176,15.97,0.000001597,-2.754272706,-5.796695084,91.4780,1.96131664
SRM Matrix,Sodium,,MICP01,MG_P_KG,Interim Precision,SRM75F_MW,1821.99,0.00182,92.353,9.24E-06,-2.739454011,-5.034548992,94.1683,1.973904899
SRM Matrix,Sodium,,MICP01,MG_P_KG,Interim Precision,IRM001A_MW,1845.62,0.00185,92.978,9.30E-06,-2.733857712,-5.0316198,95.2048,1.978658871
SRM Matrix,Sodium,,MICP01,MG_P_KG,Interim Precision,SRM75F_CL,1848.16,0.00185,76.076,7.61E-06,-2.733260433,-5.11875233,95.3161,1.97916625
SRM Matrix,Sodium,,MICP01,MG_P_KG,Interim Precision,IRM001A_CL,1881.5,0.00188,79.796,7.98E-06,-2.725495777,-5.098018878,96.7748,1.985762209
HERB_SPICE,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,1898.34,0.0019,19.606,1.96E-06,-2.721626001,-5.707611002,97.5101,1.989049526
SOY_PROD,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,1946.36,0.00195,9.596,9.60E-07,-2.710776829,-6.017909761,99.6015,1.998265735
PDR_INFANT,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,1951.05,0.00195,84.03,0.000008403,-2.709731601,-5.075565636,99.8053,1.999153641
SAUCES,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,1963.02,0.00196,17.802,1.78E-06,-2.707075276,-5.749531203,100.3252,2.001410149
HERB_SPICE,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,1992.05,0.00199,48.308,4.83E-06,-2.700699765,-5.315980942,101.5842,2.00682605
CHEMICAL,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,2081.13,0.00208,11.273,1.13E-06,-2.68170079,-5.947960493,105.4303,2.022965394
FISH,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,2096.7,0.0021,30.524,3.05E-06,-2.678463705,-5.515358555,106.1000,2.02571525
MEAT_PROD,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,2213.39,0.00221,14.945,1.49E-06,-2.654942057,-5.825504081,111.0955,2.045696537
PDR_BMP,Lactic Acid TSNF,,LACA01,MG_P_KG,Interim Precision,Replicates,2230.45,0.00223,120.736,1.21E-05,-2.651607508,-4.918163216,111.8225,2.048529186
PDR_BMP,Lactic Acid TSNF,,LACA01,MG_P_KG,Interim Precision,Replicates,2230.45,0.00223,120.736,1.21E-05,-2.651607508,-4.918163216,111.8225,2.048529186
PET_FOOD,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,2236.16,0.00224,49.337,4.93E-06,-2.650497125,-5.306827262,112.0656,2.049472439
PACK_MEALS,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,2239.78,0.00224,32.734,3.27E-06,-2.649794638,-5.485000922,112.2197,2.050069192
FISH,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,2246.53,0.00225,28.844,2.88E-06,-2.648487777,-5.539944513,112.5069,2.05117935
PET_FOOD,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,2249.53,0.00225,72.255,7.23E-06,-2.647908211,-5.141132095,112.6346,2.051671684
CONFECTION,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,2249.75,0.00225,54.421,5.44E-06,-2.64786574,-5.264233482,112.6439,2.051707762
MEAT_PROD,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,2259.56,0.00226,12.922,1.29E-06,-2.645976122,-5.888670263,113.0610,2.053312964
CEREAL_PRD,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,2268.96,0.00227,32.144,3.21E-06,-2.64417316,-5.492900081,113.4605,2.054844553
FISH,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,2312,0.00231,108.295,1.08E-05,-2.63601217,-4.965391594,115.2862,2.061777192
PDR_MISC,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,2317.76,0.00232,15.486,1.55E-06,-2.634931536,-5.810060745,115.5301,2.062695174
CEREAL_PRD,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,2318.81,0.00232,34.442,3.44E-06,-2.634734835,-5.462911638,115.5746,2.062862268
CEREAL_PRD,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,2373.09,0.00237,22.805,2.28E-06,-2.624685791,-5.641969923,117.8688,2.071398781
MISC_PROD,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,2406.06,0.00241,20.463,2.05E-06,-2.618693547,-5.689030696,119.2584,2.076489102
CHEMICAL,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,2407.43,0.00241,32.844,3.28E-06,-2.618446332,-5.483543957,119.3161,2.076699108
MISC_DAIRY,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,2555.91,0.00256,112.584,1.13E-05,-2.592454443,-4.948523325,125.5390,2.098778828
